,2 195153448 0
76427,95932 60928336 8
76428,96055 60928336 9
76429,96357 60928336 8
76430,96521 60928336 4
76431,96880 60928336 9
76432,97945 60928336 5
76433,99630 60928336 7
76434,100459 60928336 6
76435,100648 60928336 5
76436,100815 60928336 6
76437,100846 60928336 9
76438,101242 60928336 0
76439,101606 60928336 8
76440,101696 60928336 2
76441,101876 60928336 7
76442,102378 60928336 1
76443,102967 60928336 8
76444,103010 60928336 9
76445,103336 60928336 7
76446,104422 60928336 3
76447,104665 60928336 0
76448,105979 60928336 3
76449,105987 60928336 8
76450,106225 60928336 2
76451,107021 60928336 4
76452,107951 60928336 10
76453,107960 60928336 10
76454,108062 60928336 8
76455,108628 60928336 8
76456,108759 60928336 6
76457,109013 60928336 3
76458,109574 60928336 10
76459,110912 60928336 8
76460,110973 60928336 0
76461,111807 60928336 9
76462,112026 60928336 6
76463,112425 60928336 0
76464,112598 60928336 8
76465,113270 60928336 9
76466,113519 60928336 8
76467,114075 60928336 9
76468,114544 60928336 4
76469,114610 60928336 2
76470,115120 60928336 7
76471,115224 60928336 2
76472,115490 60928336 7
76473,115537 60928336 9
76474,116223 60928336 10
76475,117345 60928336 9
76476,117739 60928336 8
76477,118418 60928336 9
76478,120908 60928336 10
76479,121432 60928336 9
76480,122235 60928336 6
76481,122793 60928336 8
76482,122854 60928336 9
76483,123122 60928336 1
76484,123468 60928336 8
76485,123981 60928336 9
76486,124487 60928336 0
76487,124489 60928336 1
76488,124915 60928336 7
76489,124942 60928336 10
76490,124983 60928336 8
76491,125143 60928336 3
76492,125411 60928336 10
76493,125519 60928336 2
76494,125808 60928336 10
76495,126294 60928336 9
76496,126492 60928336 6
76497,126585 60928336 9
76498,126736 60928336 0
76499,127200 60928336 2
76500,127429 60928336 7
76501,128045 60928336 5
76502,128085 60928336 8
76503,128208 60928336 6
76504,128276 60928336 8
76505,128696 60928336 7
76506,128747 60928336 2
76507,129373 60928336 10
76508,129835 60928336 8
76509,129951 60928336 2
76510,131046 60928336 0
76511,131402 60928336 5
76512,131686 60928336 5
76513,132011 60928336 2
76514,132663 60928336 7
76515,133290 60928336 5
76516,133747 60928336 10
76517,133764 60928336 6
76518,134478 60928336 6
76519,135045 60928336 9
76520,135149 60928336 1
76521,135831 60928336 7
76522,136104 60928336 8
76523,136205 60928336 7
76524,136222 60928336 4
76525,137211 60928336 8
76526,137589 60928336 9
76527,137688 60928336 4
76528,137876 60928336 8
76529,138010 60928336 10
76530,138189 60928336 8
76531,138844 60928336 9
76532,138883 60928336 0
76533,139359 60928336 1
76534,139387 60928336 9
76535,139543 60928336 7
76536,140000 60928336 5
76537,140255 60928336 1
76538,140340 60928336 7
76539,140410 60928336 7
76540,140856 60928336 3
76541,141031 60928336 10
76542,141109 60928336 5
76543,141710 60928336 5
76544,141719 60928336 2
76545,142093 60928336 1
76546,142715 60928336 7
76547,142861 60928336 6
76548,143163 60928336 10
76549,143498 60928336 4
76550,143792 60928336 8
76551,144458 60928336 5
76552,144531 60928336 7
76553,144555 60928336 10
76554,144828 60928336 8
76555,145412 60928336 9
76556,145413 60928336 5
76557,146059 60928336 7
76558,146113 60928336 5
76559,146345 60928336 4
76560,147141 60928336 7
76561,147840 60928336 6
76562,148028 60928336 7
76563,148996 60928336 6
76564,149084 60928336 8
76565,149908 60928336 0
76566,149934 60928336 4
76567,150896 60928336 1
76568,151790 60928336 8
76569,151991 60928336 4
76570,153662 60928336 1
76571,153797 60928336 8
76572,153973 60928336 10
76573,154252 60928336 8
76574,154460 60928336 8
76575,155014 60928336 0
76576,155147 60928336 4
76577,155495 60928336 3
76578,155982 60928336 7
76579,157799 60928336 9
76580,158033 60928336 2
76581,158172 60928336 1
76582,158254 60928336 8
76583,159328 60928336 2
76584,160495 60928336 8
76585,160681 60928336 9
76586,160878 60928336 10
76587,161368 60928336 8
76588,161847 60928336 9
76589,161892 60928336 10
76590,161951 60928336 7
76591,162388 60928336 3
76592,162564 60928336 8
76593,162639 60928336 4
76594,163683 60928336 10
76595,163973 60928336 6
76596,165308 60928336 8
76597,165392 60928336 9
76598,166390 60928336 10
76599,166596 60928336 10
76600,167471 60928336 2
76601,167489 60928336 7
76602,167678 60928336 8
76603,167800 60928336 4
76604,168254 60928336 8
76605,168719 60928336 0
76606,168816 60928336 7
76607,168999 60928336 7
76608,169224 60928336 0
76609,169997 60928336 9
76610,170192 60928336 4
76611,170415 60928336 9
76612,170493 60928336 7
76613,170645 60928336 10
76614,170761 60928336 7
76615,170845 60928336 9
76616,170866 60928336 8
76617,170947 60928336 0
76618,171130 60928336 7
76619,171251 60928336 2
76620,171999 60928336 9
76621,172203 60928336 2
76622,172512 60928336 10
76623,172742 60928336 3
76624,173111 60928336 9
76625,174216 60928336 2
76626,174304 60928336 8
76627,174596 60928336 8
76628,174633 60928336 3
76629,174668 60928336 8
76630,175909 60928336 9
76631,176459 60928336 7
76632,178667 60928336 1
76633,179733 60928336 4
76634,179978 60928336 10
76635,180042 60928336 9
76636,181246 60928336 5
76637,181830 60928336 3
76638,182202 60928336 10
76639,182334 60928336 6
76640,182459 60928336 10
76641,182993 60928336 10
76642,183532 60928336 2
76643,184789 60928336 7
76644,184890 60928336 6
76645,185456 60928336 7
76646,187256 60928336 9
76647,187410 60928336 10
76648,187747 60928336 9
76649,187904 60928336 5
76650,188190 60928336 3
76651,189076 60928336 9
76652,189334 60928336 4
76653,190479 60928336 3
76654,190523 60928336 2
76655,190741 60928336 7
76656,190925 60928336 8
76657,190997 60928336 6
76658,191126 60928336 3
76659,192093 60928336 0
76660,192211 60928336 10
76661,192739 60928336 2
76662,192854 60928336 6
76663,193612 60928336 3
76664,193676 60928336 10
76665,193859 60928336 6
76666,194514 60928336 1
76667,194669 60928336 2
76668,195694 60928336 8
76669,196047 60928336 5
76670,196077 60928336 7
76671,197206 60928336 10
76672,197410 60928336 8
76673,197760 60928336 5
76674,197775 60928336 3
76675,198114 60928336 5
76676,198213 60928336 8
76677,198711 60928336 10
76678,198996 60928336 0
76679,199095 60928336 2
76680,199857 60928336 0
76681,200226 60928336 7
76682,200508 60928336 10
76683,200607 60928336 7
76684,201268 60928336 5
76685,201447 60928336 5
76686,201641 60928336 2
76687,201684 60928336 8
76688,201754 60928336 3
76689,201783 60928336 8
76690,202058 60928336 3
76691,202277 60928336 6
76692,203240 60928336 8
76693,204255 60928336 10
76694,204393 60928336 10
76695,204864 60928336 9
76696,204964 60928336 2
76697,205085 60928336 5
76698,205197 60928336 5
76699,205735 60928336 8
76700,205765 60928336 2
76701,205980 60928336 5
76702,206563 60928336 6
76703,206567 60928336 5
76704,207300 60928336 9
76705,207721 60928336 9
76706,208513 60928336 6
76707,208568 60928336 2
76708,208671 60928336 10
76709,208829 60928336 9
76710,209373 60928336 8
76711,209458 60928336 7
76712,209903 60928336 5
76713,210874 60928336 9
76714,211368 60928336 8
76715,211430 60928336 5
76716,212009 60928336 6
76717,212063 60928336 7
76718,212467 60928336 5
76719,212923 60928336 10
76720,214272 60928336 8
76721,215006 60928336 10
76722,215359 60928336 9
76723,215389 60928336 7
76724,215784 60928336 5
76725,216057 60928336 2
76726,216211 60928336 5
76727,216670 60928336 10
76728,216889 60928336 9
76729,217375 60928336 5
76730,217971 60928336 8
76731,218010 60928336 6
76732,218552 60928336 5
76733,218608 60928336 9
76734,218875 60928336 10
76735,219147 60928336 2
76736,219546 60928336 5
76737,219924 60928336 9
76738,219925 60928336 7
76739,219996 60928336 10
76740,220608 60928336 5
76741,220688 60928336 3
76742,221050 60928336 6
76743,221370 60928336 6
76744,221445 60928336 9
76745,222220 60928336 8
76746,222296 60928336 6
76747,223154 60928336 1
76748,223190 60928336 2
76749,223472 60928336 7
76750,224249 60928336 10
76751,224646 60928336 0
76752,224927 60928336 1
76753,225810 60928336 3
76754,225938 60928336 7
76755,226374 60928336 6
76756,227447 60928336 6
76757,227467 60928336 7
76758,227520 60928336 8
76759,228311 60928336 8
76760,228418 60928336 10
76761,228998 60928336 4
76762,229629 60928336 7
76763,229741 60928336 8
76764,230239 60928336 10
76765,230522 60928336 9
76766,230963 60928336 9
76767,231210 60928336 10
76768,231264 60928336 8
76769,232070 60928336 8
76770,232131 60928336 2
76771,232756 60928336 9
76772,232838 60928336 9
76773,233217 60928336 5
76774,234163 60928336 9
76775,235105 60928336 8
76776,235952 60928336 6
76777,236269 60928336 4
76778,236444 60928336 7
76779,236757 60928336 8
76780,236959 60928336 8
76781,238120 60928336 0
76782,238526 60928336 9
76783,238781 60928336 10
76784,239020 60928336 5
76785,239067 60928336 6
76786,239074 60928336 8
76787,239481 60928336 4
76788,239740 60928336 5
76789,240131 60928336 3
76790,240224 60928336 8
76791,240567 60928336 9
76792,240568 60928336 9
76793,241614 60928336 9
76794,242106 60928336 6
76795,242216 60928336 9
76796,242299 60928336 8
76797,242977 60928336 1
76798,243236 60928336 8
76799,243607 60928336 10
76800,243781 60928336 10
76801,244074 60928336 6
76802,244456 60928336 9
76803,244494 60928336 9
76804,244517 60928336 6
76805,244662 60928336 10
76806,244736 60928336 6
76807,245320 60928336 4
76808,245410 60928336 3
76809,246218 60928336 7
76810,246513 60928336 1
76811,246771 60928336 8
76812,246932 60928336 8
76813,247129 60928336 2
76814,247240 60928336 8
76815,248213 60928336 9
76816,248752 60928336 8
76817,248922 60928336 7
76818,250006 60928336 5
76819,250184 60928336 1
76820,250405 60928336 1
76821,251009 60928336 8
76822,251140 60928336 10
76823,251317 60928336 5
76824,251394 60928336 6
76825,251495 60928336 8
76826,251613 60928336 10
76827,251844 60928336 2
76828,251972 60928336 8
76829,252071 60928336 5
76830,252241 60928336 2
76831,252695 60928336 9
76832,253871 60928336 10
76833,254106 60928336 10
76834,254179 60928336 6
76835,254201 60928336 10
76836,254465 60928336 6
76837,255218 60928336 9
76838,255489 60928336 8
76839,255719 60928336 2
76840,256167 60928336 5
76841,257028 60928336 8
76842,257940 60928336 4
76843,258109 60928336 10
76844,258656 60928336 2
76845,258931 60928336 10
76846,258938 60928336 0
76847,259378 60928336 4
76848,259901 60928336 4
76849,260897 60928336 8
76850,261223 60928336 8
76851,261878 60928336 7
76852,262525 60928336 5
76853,262921 60928336 1
76854,263086 60928336 5
76855,263325 60928336 0
76856,263326 60928336 10
76857,264543 60928336 10
76858,265115 60928336 3
76859,265313 60928336 4
76860,266226 60928336 9
76861,266865 60928336 10
76862,266866 60928336 8
76863,267409 60928336 3
76864,267920 60928336 10
76865,268032 60928336 8
76866,268035 60928336 9
76867,268110 60928336 8
76868,268330 60928336 2
76869,268544 60928336 8
76870,268622 60928336 9
76871,268657 60928336 6
76872,268692 60928336 10
76873,268833 60928336 0
76874,269759 60928336 7
76875,269835 60928336 4
76876,269983 60928336 6
76877,271448 60928336 10
76878,271538 60928336 6
76879,271746 60928336 8
76880,272987 60928336 10
76881,273065 60928336 10
76882,274017 60928336 8
76883,274056 60928336 0
76884,274380 60928336 8
76885,274466 60928336 6
76886,275357 60928336 8
76887,275638 60928336 3
76888,275922 60928336 4
76889,275970 60928336 10
76890,276231 60928336 8
76891,277895 60928336 4
76892,278007 60928336 9
76893,278144 60928336 3
76894,805 60972777 3
76895,11676 60972777 9
76896,21492 60972777 4
76897,36715 60972777 9
76898,43619 60972777 9
76899,76352 60972777 0
76900,102647 60972777 10
76901,113519 60972777 2
76902,147045 60972777 9
76903,153577 60972777 7
76904,154992 60972777 5
76905,160548 60972777 4
76906,169663 60972777 9
76907,181687 60972777 10
76908,183883 60972777 3
76909,217375 60972777 8
76910,228321 60972777 5
76911,245649 60972777 5
76912,246311 60972777 10
76913,266466 60972777 7
76914,269340 60972777 0
76915,271195 60972777 7
76916,805 64401472 0
76917,805 140042393 2
76918,7084 140042393 10
76919,11709 140042393 10
76920,19010 140042393 10
76921,23768 140042393 7
76922,25009 140042393 9
76923,28204 140042393 8
76924,28488 140042393 10
76925,28667 140042393 5
76926,29259 140042393 8
76927,29320 140042393 3
76928,31838 140042393 10
76929,33088 140042393 3
76930,41395 140042393 10
76931,41841 140042393 8
76932,43619 140042393 3
76933,44852 140042393 1
76934,46133 140042393 6
76935,48999 140042393 9
76936,49980 140042393 10
76937,55492 140042393 3
76938,62891 140042393 5
76939,64943 140042393 8
76940,66680 140042393 3
76941,70594 140042393 8
76942,79506 140042393 1
76943,82751 140042393 5
76944,87555 140042393 7
76945,88412 140042393 10
76946,96142 140042393 10
76947,101910 140042393 1
76948,102457 140042393 5
76949,113270 140042393 9
76950,113292 140042393 10
76951,114856 140042393 10
76952,117539 140042393 2
76953,129851 140042393 8
76954,133957 140042393 6
76955,136205 140042393 10
76956,137589 140042393 8
76957,145449 140042393 0
76958,152249 140042393 7
76959,163326 140042393 8
76960,166509 140042393 9
76961,167471 140042393 2
76962,168047 140042393 5
76963,168132 140042393 7
76964,169699 140042393 7
76965,173122 140042393 8
76966,173131 140042393 1
76967,182931 140042393 8
76968,185244 140042393 10
76969,187065 140042393 9
76970,198621 140042393 6
76971,200226 140042393 8
76972,204943 140042393 10
76973,208406 140042393 5
76974,211426 140042393 9
76975,212385 140042393 9
76976,215562 140042393 8
76977,218121 140042393 10
76978,219380 140042393 2
76979,222050 140042393 10
76980,223942 140042393 7
76981,229011 140042393 7
76982,235506 140042393 10
76983,241214 140042393 10
76984,242083 140042393 10
76985,242815 140042393 10
76986,251140 140042393 10
76987,251373 140042393 10
76988,258717 140042393 1
76989,263645 140042393 9
76990,264657 140042393 4
76991,265313 140042393 10
76992,266419 140042393 10
76993,274111 140042393 10
76994,805 140070206 9
76995,4017 140070206 10
76996,7970 140070206 9
76997,13435 140070206 7
76998,30511 140070206 7
76999,30898 140070206 4
77000,32934 140070206 5
77001,36836 140070206 6
77002,37712 140070206 0
77003,55492 140070206 7
77004,55548 140070206 0
77005,56447 140070206 2
77006,60244 140070206 1
77007,61619 140070206 7
77008,66161 140070206 6
77009,69378 140070206 8
77010,86123 140070206 6
77011,95010 140070206 3
77012,95359 140070206 7
77013,103881 140070206 1
77014,106225 140070206 0
77015,139070 140070206 10
77016,142524 140070206 10
77017,145449 140070206 5
77018,155147 140070206 10
77019,174216 140070206 9
77020,189115 140070206 6
77021,196047 140070206 7
77022,235105 140070206 0
77023,238781 140070206 8
77024,242640 140070206 10
77025,250987 140070206 6
77026,265553 140070206 7
77027,805 140077022 10
77028,2287 140077022 5
77029,5963 140077022 6
77030,7210 140077022 8
77031,11676 140077022 7
77032,21014 140077022 2
77033,24627 140077022 9
77034,31846 140077022 4
77035,36106 140077022 6
77036,36606 140077022 1
77037,43698 140077022 9
77038,43998 140077022 3
77039,45758 140077022 9
77040,55492 140077022 1
77041,61619 140077022 5
77042,62150 140077022 2
77043,63120 140077022 9
77044,68478 140077022 9
77045,69078 140077022 8
77046,75591 140077022 7
77047,87555 140077022 2
77048,88693 140077022 6
77049,96373 140077022 0
77050,99025 140077022 9
77051,101632 140077022 3
77052,104864 140077022 9
77053,105028 140077022 8
77054,115435 140077022 9
77055,115490 140077022 5
77056,120137 140077022 7
77057,120735 140077022 3
77058,121066 140077022 6
77059,129716 140077022 8
77060,131243 140077022 8
77061,142479 140077022 10
77062,154393 140077022 8
77063,161265 140077022 4
77064,162854 140077022 8
77065,164096 140077022 7
77066,170192 140077022 4
77067,170518 140077022 3
77068,171251 140077022 8
77069,173951 140077022 0
77070,177277 140077022 7
77071,179744 140077022 10
77072,180914 140077022 5
77073,196457 140077022 6
77074,205350 140077022 7
77075,236757 140077022 0
77076,239718 140077022 8
77077,243942 140077022 10
77078,260541 140077022 6
77079,262232 140077022 9
77080,263460 140077022 1
77081,272718 140077022 7
77082,275970 140077022 6
77083,805 14016930 10
77084,9174 14016930 8
77085,11676 14016930 5
77086,30511 14016930 7
77087,32049 14016930 7
77088,51742 14016930 3
77089,55492 14016930 1
77090,56630 14016930 9
77091,60244 14016930 9
77092,77960 14016930 3
77093,80323 14016930 9
77094,81368 14016930 6
77095,86134 14016930 0
77096,86189 14016930 8
77097,86959 14016930 4
77098,87555 14016930 1
77099,89602 14016930 8
77100,90616 14016930 7
77101,90766 14016930 10
77102,94347 14016930 1
77103,95359 14016930 4
77104,108352 14016930 8
77105,110440 14016930 2
77106,111174 14016930 9
77107,111286 14016930 7
77108,113270 14016930 2
77109,113519 14016930 10
77110,113528 14016930 8
77111,125928 14016930 1
77112,126000 14016930 4
77113,126604 14016930 6
